molecule_chembl_id,canonical_smiles,standard_value,target_id,target_name,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL459939,C=CCN1C(=O)C(Cc2ccccc2)S/C1=N/c1ccc(C(=O)O)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,366.4420000000001,3.745000000000002,1.0,4.0
CHEMBL517101,O=C(Nc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)s1)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,423.5190000000001,3.9600000000000026,1.0,6.0
CHEMBL459940,O=C(Nc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)s1)c1ccccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,457.96400000000017,4.613400000000003,1.0,6.0
CHEMBL461852,O=C(Nc1ccccc1O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.8800000000002,3.472500000000003,2.0,4.0
CHEMBL462059,CCN(c1ccc(C(O)(C(=O)OC)C(F)(F)F)cc1)S(=O)(=O)c1ccc(C)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,431.4320000000001,3.1331200000000017,1.0,5.0
CHEMBL448868,COc1ccc(/C=C/C(=O)O)cc1S(=O)(=O)NC1CCS(=O)(=O)C1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,375.42400000000015,0.2584000000000002,2.0,6.0
CHEMBL466178,CCC(=O)N(Cc1ccc(S(N)(=O)=O)cc1)C1CC(=O)N(c2ccccc2)C1=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,415.4710000000002,1.4046999999999994,1.0,5.0
CHEMBL466179,CCOC(=O)C(=Cc1c[nH]c2ccc(S(=O)(=O)N(C)C)cc12)C(=O)OCC,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.4490000000002,1.9278000000000002,1.0,6.0
CHEMBL511207,C(=C/CSc1nnnn1-c1ccccc1)\CSc1nnnn1-c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,408.5160000000001,3.0786000000000016,0.0,10.0
CHEMBL468471,CCc1nnc(NC(=O)c2cc(S(=O)(=O)N(CC)CC)ccc2Cl)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,402.9290000000001,3.0367000000000015,1.0,6.0
CHEMBL468683,COc1cc(C=C2C(=O)OC3(CCCC3)OC2=O)cc(I)c1OCc1ccccc1C#N,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,545.329,4.504180000000004,0.0,7.0
CHEMBL513348,CN(NC(=O)COc1ccccc1)C1=NS(=O)(=O)c2ccccc21,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,345.3800000000001,1.177499999999999,1.0,5.0
CHEMBL468890,CCN1/C(=C2/SC(=S)N(NC(C)=O)C2=O)Sc2ccc(S(=O)(=O)C(F)(F)F)cc21,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,483.54000000000013,2.9926000000000013,1.0,8.0
CHEMBL468891,Cc1cc(NC(=O)CCC(=O)O)ccc1NC(=O)c1cccs1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,332.38100000000003,3.112120000000001,3.0,4.0
CHEMBL467848,CN(c1ccc(C(=O)Nc2ccc(F)cc2)cc1)S(=O)(=O)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,384.4320000000001,3.903100000000002,1.0,3.0
CHEMBL459727,Cc1ccc(S(=O)(=O)Nc2ccc(NC(=O)CN3CCCCC3)c(Cl)c2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,421.9500000000003,3.8736200000000034,2.0,4.0
CHEMBL459728,Cc1cc(C)nc(SCc2nnc(SCC(=O)N3CCCCC3)n2-c2ccccc2)n1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,454.6250000000003,4.071040000000003,0.0,8.0
CHEMBL459938,CCCCOC(=O)c1ccc(NC(=O)CSc2nnnn2CC)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,363.44300000000004,2.3807,1.0,8.0
