molecule_chembl_id,canonical_smiles,standard_value,target_name,target_chembl_id,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL3932237,COc1ccc(-c2c(-c3cccc(OC(F)(F)F)c3)cc3n2[C@@H](CCN)CNC3=O)cc1F,36.0,PAK4,CHEMBL4523,active,36.0,7.443697499232712,463.4310000000002,4.501700000000003,2,5
CHEMBL3919646,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,0.5,PAK4,CHEMBL4523,active,0.5,9.30102999566398,421.45500000000015,3.7406000000000015,2,7
CHEMBL3936842,Fc1cccc(F)c1-c1ccc2cnc(Nc3cnccc3N3CCNCC3)n2n1,126.0,PAK4,CHEMBL4523,active,126.0,6.899629454882437,407.4280000000002,3.2227000000000023,2,7
CHEMBL3960752,c1cc(N2CCNCC2)c(Nc2ncc3ccc(-c4nccs4)nn23)cn1,154.0,PAK4,CHEMBL4523,active,154.0,6.812479279163537,378.46500000000003,2.401,2,9
CHEMBL3924352,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccccc4Cl)nn23)C1,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337,419.9200000000002,4.115800000000003,2,7
CHEMBL3952051,Clc1ccccc1-c1ccc2cnc(Nc3cnccc3N3CCNCC3)n2n1,640.0,PAK4,CHEMBL4523,active,640.0,6.1938200260161125,405.8930000000002,3.597900000000002,2,7
CHEMBL3915354,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cccnc4Cl)nn23)C1,77.0,PAK4,CHEMBL4523,active,77.0,7.113509274827518,420.90800000000013,3.5108000000000015,2,8
CHEMBL3905239,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4cccnc4F)nn23)C1,12.0,PAK4,CHEMBL4523,active,12.0,7.920818753952375,404.45300000000015,2.996500000000002,2,8
CHEMBL3910008,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337,392.49200000000013,2.9189000000000016,2,9
CHEMBL3937943,Fc1cccc(F)c1-c1ccc2cnc(Nc3cnccc3OC3CNC3)n2n1,99.0,PAK4,CHEMBL4523,active,99.0,7.00436480540245,394.38500000000016,3.163700000000002,2,7
CHEMBL4109914,Clc1ccccc1-c1ccc2cnc(Nc3cnccc3O[C@@H]3CCCNC3)n2n1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,420.9040000000002,4.319100000000003,2,7
CHEMBL3970651,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(Cl)cc4Cl)nn23)C1,11.0,PAK4,CHEMBL4523,active,11.0,7.958607314841775,454.36500000000024,4.769200000000003,2,7
CHEMBL3931386,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(F)cc4F)nn23)C1,3.0,PAK4,CHEMBL4523,active,3.0,8.522878745280337,421.45500000000015,3.7406000000000024,2,7
CHEMBL3928490,N[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,407.4280000000001,3.350500000000001,2,7
CHEMBL3959100,N[C@H]1CCCN(c2ncncc2Nc2ncc3ccc(-c4ccccc4F)nn23)C1,160.0,PAK4,CHEMBL4523,active,160.0,6.795880017344075,404.45300000000015,2.996500000000001,2,8
CHEMBL3922469,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccccc4F)nn23)C1,2.0,PAK4,CHEMBL4523,active,2.0,8.698970004336019,403.46500000000015,3.6015000000000015,2,7
CHEMBL3942758,Clc1ccccc1-c1ccc2cnc(Nc3cnccc3O[C@H]3CCCNC3)n2n1,298.0,PAK4,CHEMBL4523,active,298.0,6.525783735923745,420.9040000000002,4.319100000000003,2,7
CHEMBL4107589,O[C@@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccccc4Cl)nn23)C1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,420.9040000000001,4.149400000000002,2,7
CHEMBL4113806,O[C@@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,393.4760000000001,2.9525000000000006,2,9
CHEMBL3920197,O[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,30.0,PAK4,CHEMBL4523,active,30.0,7.522878745280337,422.43900000000014,3.774200000000002,2,7
CHEMBL3966732,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H](N)[C@@H]1O,0.08,PAK4,CHEMBL4523,active,0.08,10.096910013008056,451.4810000000001,2.957400000000001,3,8
CHEMBL3936992,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4nccs4)nn23)C[C@@H](N)[C@@H]1O,0.6,PAK4,CHEMBL4523,active,0.6,9.221848749616356,422.5180000000001,2.1356999999999995,3,10
CHEMBL3957474,CS(=O)(=O)c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCC[C@H](N)C4)n3n2)c(F)c1,9.1,PAK4,CHEMBL4523,active,9.1,8.040958607678906,481.5570000000003,3.005,2,9
CHEMBL3986154,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4ccc(S(C)(=O)=O)cc4F)nn23)C[C@@H](N)[C@@H]1O,0.5,PAK4,CHEMBL4523,active,0.5,9.30102999566398,511.5830000000002,2.2217999999999996,3,10
CHEMBL3950192,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(Cl)nn23)C1,99.0,PAK4,CHEMBL4523,active,99.0,7.00436480540245,343.8220000000001,2.4488000000000003,2,7
CHEMBL3892307,O[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H]1O,8.0,PAK4,CHEMBL4523,active,8.0,8.096910013008056,438.4380000000001,2.7450000000000006,3,8
CHEMBL3944210,CN(C)c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,366.375,3.879100000000002,1,6
CHEMBL3973689,Nc1cccc(-c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)c1,121.0,PAK4,CHEMBL4523,active,121.0,6.91721462968355,414.4190000000001,5.062300000000002,2,6
CHEMBL3902922,O=c1ccc(-c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)c[nH]1,281.0,PAK4,CHEMBL4523,active,281.0,6.55129368009492,416.3910000000001,4.168400000000002,2,6
CHEMBL3981694,Nc1cncc(-c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)c1,1000.0,PAK4,CHEMBL4523,active,1000.0,6.0,415.4070000000001,4.457300000000003,2,7
CHEMBL3922101,Nc1cc(-c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)ccn1,185.0,PAK4,CHEMBL4523,active,185.0,6.732828271596986,415.40700000000004,4.457300000000003,2,7
CHEMBL3935874,N[C@H]1CCCN(c2sncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,136.0,PAK4,CHEMBL4523,active,136.0,6.866461091629782,427.48400000000015,3.802100000000002,2,8
CHEMBL3948849,N[C@H]1CCC[C@@H](c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,27.0,PAK4,CHEMBL4523,active,27.0,7.568636235841013,420.46700000000016,4.798000000000003,2,6
CHEMBL3897323,C[C@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,0.8,PAK4,CHEMBL4523,active,0.8,9.096910013008056,435.4820000000002,3.986600000000002,2,7
CHEMBL4109810,O[C@@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H]1O,8.8,PAK4,CHEMBL4523,active,8.8,8.05551732784983,438.4380000000001,2.7450000000000006,3,8
CHEMBL3941443,N[C@H]1CCCN(c2ncncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,110.0,PAK4,CHEMBL4523,active,110.0,6.958607314841775,422.44300000000015,3.135600000000001,2,8
CHEMBL3942186,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,0.2,PAK4,CHEMBL4523,active,0.2,9.69897000433602,435.4820000000002,3.986600000000002,2,7
CHEMBL3965946,C[C@H]1C[C@@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,0.1,PAK4,CHEMBL4523,active,0.1,10.0,435.4820000000002,3.986600000000002,2,7
CHEMBL3942186,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,7.8,PAK4,CHEMBL4523,active,7.8,8.10790539730952,435.4820000000002,3.986600000000002,2,7
CHEMBL3914287,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,1.1,PAK4,CHEMBL4523,active,1.1,8.958607314841775,404.45300000000015,2.996500000000001,2,8
CHEMBL4109503,C[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@@H](N)[C@H]1O,0.5,PAK4,CHEMBL4523,active,0.5,9.30102999566398,451.4810000000001,2.957400000000001,3,8
CHEMBL3949500,Cc1cc(N)cc(-c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)c1,34.4,PAK4,CHEMBL4523,active,34.4,7.46344155742847,428.44600000000014,5.370720000000003,2,6
CHEMBL3898611,N[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CC[C@@H]1F,1.1,PAK4,CHEMBL4523,active,1.1,8.958607314841775,439.4450000000001,3.688600000000002,2,7
CHEMBL3973432,N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CC[C@H]1F,48.8,PAK4,CHEMBL4523,active,48.8,7.311580177997289,439.4450000000001,3.688600000000002,2,7
CHEMBL3909297,NC1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)CCC1F,1.1,PAK4,CHEMBL4523,active,1.1,8.958607314841775,439.4450000000001,3.688600000000002,2,7
CHEMBL3930148,C[C@H]1C[C@@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ccccc4F)nn23)C1,0.1,PAK4,CHEMBL4523,active,0.1,10.0,417.4920000000002,3.847500000000002,2,7
CHEMBL4113731,C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4ccccc4F)nn23)C1,54.2,PAK4,CHEMBL4523,active,54.2,7.266000713461613,417.4920000000002,3.847500000000002,2,7
CHEMBL3913112,N[C@H]1C[C@@H](F)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,3.2,PAK4,CHEMBL4523,active,3.2,8.494850021680094,439.44500000000016,3.688600000000001,2,7
CHEMBL3971547,C[C@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)[C@@H](C)CN1,113.0,PAK4,CHEMBL4523,active,113.0,6.94692155651658,435.4820000000001,3.9997000000000025,2,7
CHEMBL4108465,C[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)[C@@H](C)CN1,162.0,PAK4,CHEMBL4523,active,162.0,6.790484985457369,435.4820000000001,3.9997000000000025,2,7
CHEMBL3920138,C[C@@H]1CN[C@@H](C)CN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,59.0,PAK4,CHEMBL4523,active,59.0,7.229147988357855,435.48200000000014,3.9997000000000025,2,7
CHEMBL3899655,CC1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C(C)CN1,105.0,PAK4,CHEMBL4523,active,105.0,6.978810700930062,435.4820000000001,3.9997000000000025,2,7
CHEMBL4111268,N[C@H]1C[C@@H](F)CN(c2ccncc2Nc2ncc3ccc(-c4ncccc4F)nn23)C1,10.9,PAK4,CHEMBL4523,active,10.9,7.962573502059376,422.44300000000015,2.9445000000000014,2,8
CHEMBL3905194,C[C@@H]1[C@@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,0.3,PAK4,CHEMBL4523,active,0.3,9.522878745280336,435.4820000000002,4.129100000000003,2,7
CHEMBL3956489,C[C@H]1[C@@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,231.0,PAK4,CHEMBL4523,active,231.0,6.636388020107856,435.4820000000002,4.129100000000003,2,7
CHEMBL4115547,C[C@@H]1[C@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,10.9,PAK4,CHEMBL4523,active,10.9,7.962573502059376,435.4820000000002,4.129100000000003,2,7
CHEMBL3900795,C[C@H]1[C@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,5.4,PAK4,CHEMBL4523,active,5.4,8.267606240177031,435.4820000000002,4.129100000000003,2,7
