molecule_chembl_id,canonical_smiles,standard_value,target_name,target_chembl_id,bioactivity_class,standard_value_norm,pIC50
CHEMBL4514209,C[C@H]1/C=C/CC(=O)N[C@H](c2ccc(C(F)(F)F)cc2)CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1c1ccccc1,26500.0,PIM1 kinase,CHEMBL5619,intermediate,26500.0,4.576754126063192
CHEMBL4533818,C[C@H]1/C=C/CC(=O)N[C@H](c2ccc(F)cc2)CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1c1ccccc1,55100.0,PIM1 kinase,CHEMBL5619,intermediate,55100.0,4.258848401148215
CHEMBL4475832,C[C@H]1/C=C/CC(=O)N[C@H](c2ccc(Cl)cc2)CC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1c1ccccc1,100000.0,PIM1 kinase,CHEMBL5619,intermediate,100000.0,4.0
CHEMBL4566116,Cc1ccc(S(=O)(=O)n2cccc2[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)C(Oc3ccccc3)CCOC(=O)C/C=C/[C@@H]2C)cc1,5400.0,PIM1 kinase,CHEMBL5619,inactive,5400.0,5.267606240177032
CHEMBL4567730,Cc1ccc(S(=O)(=O)n2cccc2[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)C(Oc3ccc(C(F)(F)F)cc3)CCOC(=O)C/C=C/[C@@H]2C)cc1,2500.0,PIM1 kinase,CHEMBL5619,inactive,2500.0,5.6020599913279625
CHEMBL4517868,Cc1ccc(S(=O)(=O)n2cccc2[C@@H]2NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)C(c3ccccc3)CCOC(=O)C/C=C/[C@@H]2C)cc1,1200.0,PIM1 kinase,CHEMBL5619,active,1200.0,5.920818753952375
CHEMBL4458126,C[C@H]1/C=C/CC(=O)OCCC(Oc2ccc3c(c2)OCO3)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@H]1c1ccccc1,1800.0,PIM1 kinase,CHEMBL5619,inactive,1800.0,5.7447274948966935
CHEMBL398606,CC(C)NCc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1,1720.0,PAK4,CHEMBL4523,inactive,1720.0,5.764471553092451
CHEMBL391586,N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O,20000.0,PAK4,CHEMBL4523,intermediate,20000.0,4.698970004336019
CHEMBL91829,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,20000.0,PAK4,CHEMBL4523,active,20000.0,4.698970004336019
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,28.0,PAK4,CHEMBL4523,active,28.0,7.552841968657781
CHEMBL82242,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL258248,NCCc1ccc(OC(=O)c2cc(O)c(O)c(O)c2)cc1.O=C(O)C(F)(F)F,161000.0,PAK4,CHEMBL4523,inactive,161000.0,3.7931741239681505
CHEMBL447571,Cc1ccc(/C=C2\SC(O)=NC2=O)cc1,4400.0,PAK4,CHEMBL4523,intermediate,4400.0,5.356547323513812
CHEMBL498406,Cc1cccc(/C=C2\SC(=O)NC2=O)c1,100.0,PAK4,CHEMBL4523,inactive,100.0,7.0
CHEMBL447567,O=C1NC(=O)/C(=C/c2ccc(C(F)(F)F)cc2)S1,80.0,PAK4,CHEMBL4523,active,80.0,7.096910013008056
CHEMBL183906,O=C1NC(=O)/C(=C/c2cccc(C(F)(F)F)c2)S1,100.0,PAK4,CHEMBL4523,inactive,100.0,7.0
CHEMBL497606,O=C1S/C(=C\c2cccc(C(F)(F)F)c2)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,100000.0,PAK4,CHEMBL4523,active,100000.0,4.0
CHEMBL497607,COCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,1500.0,PAK4,CHEMBL4523,active,1500.0,5.823908740944319
CHEMBL447741,COCCOc1c(/C=C2\SC(=O)NC2=O)cccc1C(F)(F)F,42000.0,PAK4,CHEMBL4523,active,42000.0,4.376750709602099
CHEMBL493742,CCc1ccc(/C=C2\SC(=O)NC2=O)cc1,300.0,PAK4,CHEMBL4523,active,300.0,6.522878745280337
CHEMBL495827,CC(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,100000.0,PAK4,CHEMBL4523,inactive,100000.0,4.0
CHEMBL85496,COc1ccc(/C=C2\SC(=O)NC2=O)cc1,300.0,PAK4,CHEMBL4523,intermediate,300.0,6.522878745280337
CHEMBL454557,O=C1NC(=O)/C(=C/c2ccc(OC(F)(F)F)cc2)S1,500.0,PAK4,CHEMBL4523,active,500.0,6.301029995663981
CHEMBL496782,COc1cccc(/C=C2\SC(=O)NC2=O)c1,40.0,PAK4,CHEMBL4523,active,40.0,7.3979400086720375
CHEMBL496783,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)F)c2)S1,900.0,PAK4,CHEMBL4523,intermediate,900.0,6.045757490560675
CHEMBL86257,CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,43000.0,PAK4,CHEMBL4523,inactive,43000.0,4.366531544420414
CHEMBL496784,O=C1NC(=O)/C(=C/c2cccc(OC(F)(F)C(F)F)c2)S1,2200.0,PAK4,CHEMBL4523,active,2200.0,5.657577319177793
CHEMBL84558,CCCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,20.0,PAK4,CHEMBL4523,active,20.0,7.698970004336019
CHEMBL493847,CN(C)c1ccc(/C=C2\SC(=O)NC2=O)cc1,100.0,PAK4,CHEMBL4523,active,100.0,7.0
CHEMBL496786,O=C1NC(=O)/C(=C/c2ccc(F)cc2)S1,2300.0,PAK4,CHEMBL4523,active,2300.0,5.638272163982407
CHEMBL496994,O=C1S/C(=C\c2ccc(F)cc2)C(=O)N1Cc1ccccc1F,100000.0,PAK4,CHEMBL4523,active,100000.0,4.0
CHEMBL448443,O=C1NC(=O)/C(=C/c2cccc(F)c2)S1,400.0,PAK4,CHEMBL4523,inactive,400.0,6.3979400086720375
CHEMBL496995,O=C1NC(=O)/C(=C/c2ccc(Cl)cc2)S1,200.0,PAK4,CHEMBL4523,inactive,200.0,6.698970004336019
CHEMBL495398,O=C1NC(=O)/C(=C/c2cccc(Cl)c2)S1,40.0,PAK4,CHEMBL4523,inactive,40.0,7.3979400086720375
CHEMBL496996,O=C1NC(=O)/C(=C/c2ccc(Br)cc2)S1,90.0,PAK4,CHEMBL4523,inactive,90.0,7.045757490560675
CHEMBL496587,O=C1NC(=O)/C(=C/c2cccc(Br)c2)S1,100.0,PAK4,CHEMBL4523,inactive,100.0,7.0
CHEMBL506711,O=C1CSC(=O)N1Cc1ccccc1F,100000.0,PAK4,CHEMBL4523,inactive,100000.0,4.0
CHEMBL496588,O=C1NC(=O)N(Cc2ccccc2)/C1=C/c1ccc(Cl)cc1,100000.0,PAK4,CHEMBL4523,inactive,100000.0,4.0
CHEMBL498203,COc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,100000.0,PAK4,CHEMBL4523,inactive,100000.0,4.0
CHEMBL526284,COc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1.Cl,100000.0,PAK4,CHEMBL4523,active,100000.0,4.0
CHEMBL496971,CCOc1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,100000.0,PAK4,CHEMBL4523,intermediate,100000.0,4.0
CHEMBL522916,O=C1NC(=O)N(Cc2ccccc2)/C1=C/c1ccc(Br)cc1,100000.0,PAK4,CHEMBL4523,intermediate,100000.0,4.0
CHEMBL496972,CN(C)c1ccc(/C=C2\C(=O)NC(=O)N2Cc2ccccc2)cc1,100000.0,PAK4,CHEMBL4523,intermediate,100000.0,4.0
CHEMBL496973,COc1ccccc1/C=C1\C(=O)NC(=O)N1Cc1ccccc1,100000.0,PAK4,CHEMBL4523,active,100000.0,4.0
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,40.0,PAK4,CHEMBL4523,intermediate,40.0,7.3979400086720375
CHEMBL521831,COC(=O)/C=C/c1cccc(-c2cncc(N3CCCN(C)CC3)n2)c1,8000.0,PAK4,CHEMBL4523,active,8000.0,5.096910013008056
CHEMBL493536,CN1CCCN(c2cncc(-c3cccc(/C=C/C(N)=O)c3)n2)CC1,1200.0,PAK4,CHEMBL4523,intermediate,1200.0,5.920818753952375
CHEMBL506100,CN1CCCN(c2cncc(-c3cccc(CCC(=O)O)c3)n2)CC1,1400.0,PAK4,CHEMBL4523,active,1400.0,5.853871964321762
CHEMBL523841,CN1CCCN(c2cncc(-c3cccc(/C=C/C4=NNNN4)c3)n2)CC1,160.0,PAK4,CHEMBL4523,active,160.0,6.795880017344075
CHEMBL493138,CN1CCCN(c2cncc(-c3ccccc3)n2)CC1,8000.0,PAK4,CHEMBL4523,active,8000.0,5.096910013008056
CHEMBL510884,O=C(O)/C=C/c1cccc(-c2cncc(N3CCCNCC3)n2)c1,10.0,PAK4,CHEMBL4523,intermediate,10.0,8.0
CHEMBL493754,O=C(O)/C=C/c1cccc(-c2cncc(N3CCCCCC3)n2)c1,3300.0,PAK4,CHEMBL4523,active,3300.0,5.481486060122113
CHEMBL523520,CC(=O)N1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,880.0,PAK4,CHEMBL4523,active,880.0,6.055517327849832
CHEMBL492354,CN1CCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,150.0,PAK4,CHEMBL4523,active,150.0,6.823908740944319
CHEMBL522822,O=C(O)/C=C/c1cccc(-c2cncc(N3CCNCC3)n2)c1,200.0,PAK4,CHEMBL4523,active,200.0,6.698970004336019
CHEMBL492753,O=C(O)/C=C/c1cccc(-c2cncc(N3CCOCC3)n2)c1,1700.0,PAK4,CHEMBL4523,active,1700.0,5.769551078621726
CHEMBL455227,NCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,140.0,PAK4,CHEMBL4523,intermediate,140.0,6.853871964321762
CHEMBL495030,NCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,27.0,PAK4,CHEMBL4523,active,27.0,7.568636235841013
CHEMBL454281,NCCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,22.0,PAK4,CHEMBL4523,active,22.0,7.657577319177793
CHEMBL493559,CN(C)CCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,94.0,PAK4,CHEMBL4523,active,94.0,7.026872146400302
CHEMBL522340,CN(C)CCCN(C)c1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,370.0,PAK4,CHEMBL4523,active,370.0,6.431798275933005
CHEMBL493560,CC(=O)NCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,1020.0,PAK4,CHEMBL4523,active,1020.0,5.991399828238082
CHEMBL494501,O=C(O)/C=C/c1cccc(-c2cncc(NCCCO)n2)c1,310.0,PAK4,CHEMBL4523,active,310.0,6.508638306165727
CHEMBL449471,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,480.0,PAK4,CHEMBL4523,active,480.0,6.318758762624412
CHEMBL455255,O=C(O)/C=C/c1cccc(-c2cncc(NCC3CCNCC3)n2)c1,25.0,PAK4,CHEMBL4523,intermediate,25.0,7.6020599913279625
CHEMBL523534,NCC1CCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,17.0,PAK4,CHEMBL4523,active,17.0,7.769551078621726
CHEMBL494354,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,12.0,PAK4,CHEMBL4523,active,12.0,7.920818753952375
CHEMBL494355,N[C@H]1CC[C@@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,19.0,PAK4,CHEMBL4523,active,19.0,7.721246399047171
CHEMBL492580,O=C(O)/C=C/c1cccc(-c2cncc(N[C@H]3CC[C@H](O)CC3)n2)c1,265.0,PAK4,CHEMBL4523,active,265.0,6.576754126063192
CHEMBL473468,O=C(O)/C=C/c1cccc(-c2cnccn2)c1,2200.0,PAK4,CHEMBL4523,intermediate,2200.0,5.657577319177793
CHEMBL492581,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,50.0,PAK4,CHEMBL4523,inactive,50.0,7.301029995663981
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,40.0,PAK4,CHEMBL4523,active,40.0,7.3979400086720375
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.0,PAK4,CHEMBL4523,intermediate,7.0,8.154901959985743
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,140.0,PAK4,CHEMBL4523,intermediate,140.0,6.853871964321762
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,4000.0,PAK4,CHEMBL4523,active,4000.0,5.3979400086720375
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,20000.0,PAK4,CHEMBL4523,active,20000.0,4.698970004336019
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,21.0,PAK4,CHEMBL4523,active,21.0,7.6777807052660805
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,1200.0,PAK4,CHEMBL4523,active,1200.0,5.920818753952375
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,4000.0,PAK4,CHEMBL4523,active,4000.0,5.3979400086720375
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,153.0,PAK4,CHEMBL4523,active,153.0,6.815308569182402
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,760.0,PAK4,CHEMBL4523,active,760.0,6.119186407719209
CHEMBL454281,NCCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,22.0,PAK4,CHEMBL4523,active,22.0,7.657577319177793
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,345.0,PAK4,CHEMBL4523,inactive,345.0,6.462180904926726
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,40.0,PAK4,CHEMBL4523,inactive,40.0,7.3979400086720375
CHEMBL492581,CN1CCCN(c2cccc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,46.0,PAK4,CHEMBL4523,active,46.0,7.337242168318426
CHEMBL494354,N[C@H]1CC[C@H](Nc2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,12.0,PAK4,CHEMBL4523,active,12.0,7.920818753952375
CHEMBL449471,COCCCNc1cncc(-c2cccc(/C=C/C(=O)O)c2)n1,480.0,PAK4,CHEMBL4523,active,480.0,6.318758762624412
CHEMBL505896,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625
CHEMBL447602,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625
CHEMBL265470,CC(=O)O.O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,110.0,PAK4,CHEMBL4523,inactive,110.0,6.958607314841775
CHEMBL1794051,Oc1c(Br)cc(C=C2c3cc(I)ccc3NC2O)cc1Br,70.0,PAK4,CHEMBL4523,inactive,70.0,7.154901959985743
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,510.0,PAK4,CHEMBL4523,inactive,510.0,6.292429823902063
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL599224,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0
CHEMBL604087,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0
CHEMBL1090360,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,1000.0,PAK4,CHEMBL4523,intermediate,1000.0,6.0
CHEMBL1240961,O=Cc1c[nH]c2c1ccc1c2[nH]c2cccc(Br)c21,131.0,PAK4,CHEMBL4523,inactive,131.0,6.882728704344236
CHEMBL583972,O=Cc1c[nH]c2c1ccc1c3ccccc3[nH]c12,510.0,PAK4,CHEMBL4523,intermediate,510.0,6.292429823902063
CHEMBL1738758,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,10000.0,PAK4,CHEMBL4523,active,10000.0,5.0
CHEMBL1782505,O=C(O)c1cc2cc(C(F)(F)F)ccc2o1,13500.0,PAK4,CHEMBL4523,intermediate,13500.0,4.8696662315049934
CHEMBL1204914,O=C(O)c1cc2cc(-c3cccnc3)ccc2o1,7100.0,PAK4,CHEMBL4523,intermediate,7100.0,5.1487416512809245
CHEMBL1782507,O=C(O)c1cc2cc(-c3cnccn3)ccc2o1,11900.0,PAK4,CHEMBL4523,active,11900.0,4.924453038607469
CHEMBL1782508,Cn1cc(-c2ccc3oc(C(=O)O)cc3c2)cn1,2900.0,PAK4,CHEMBL4523,active,2900.0,5.5376020021010435
CHEMBL1782509,O=C(O)c1cc2cc(-c3cncc(NCC4CCNCC4)n3)ccc2o1,160.0,PAK4,CHEMBL4523,active,160.0,6.795880017344075
CHEMBL1782510,O=C(O)c1cc2cc(-c3cnn(C4CCNCC4)c3)ccc2o1,5800.0,PAK4,CHEMBL4523,active,5800.0,5.236572006437063
CHEMBL1782511,NCCCCNc1ccnc(-c2ccc3oc(C(=O)O)cc3c2)n1,1200.0,PAK4,CHEMBL4523,active,1200.0,5.920818753952375
CHEMBL1782512,NCCCCNc1nccc(-c2ccc3oc(C(=O)O)cc3c2)n1,590.0,PAK4,CHEMBL4523,active,590.0,6.229147988357855
CHEMBL1782513,N[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,54.0,PAK4,CHEMBL4523,active,54.0,7.267606240177032
CHEMBL1782514,N[C@H]1CC[C@@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,110.0,PAK4,CHEMBL4523,inactive,110.0,6.958607314841775
CHEMBL1782515,O=C(O)c1cc2cc(-c3cncc(NC4CCNCC4)n3)ccc2o1,150.0,PAK4,CHEMBL4523,active,150.0,6.823908740944319
CHEMBL1782516,NC[C@H]1CC[C@H](Nc2cncc(-c3ccc4oc(C(=O)O)cc4c3)n2)CC1,21.0,PAK4,CHEMBL4523,active,21.0,7.6777807052660805
CHEMBL1782517,O=C(O)c1cc2cc(-c3cncc(NC4CNC4)n3)ccc2o1,100.0,PAK4,CHEMBL4523,active,100.0,7.0
CHEMBL1782518,O=C(O)c1cc2cc(Br)cc(OCC3CCNCC3)c2o1,250.0,PAK4,CHEMBL4523,inactive,250.0,6.6020599913279625
CHEMBL1782519,O=C(O)c1cc2cc(Br)cc(OCc3ccncc3)c2o1,12500.0,PAK4,CHEMBL4523,active,12500.0,4.903089986991944
CHEMBL1782520,O=C(O)c1cc2cc(Br)cc(OCC3CCCNC3)c2o1,330.0,PAK4,CHEMBL4523,active,330.0,6.481486060122113
CHEMBL1782521,O=C(O)c1cc2cc(Br)cc(NCC3CCNCC3)c2o1,190.0,PAK4,CHEMBL4523,active,190.0,6.721246399047171
CHEMBL1782522,O=C(O)c1cc2cc(Br)cc(OCCC3CCNCC3)c2o1,350.0,PAK4,CHEMBL4523,intermediate,350.0,6.455931955649724
CHEMBL1782523,O=C(O)c1cc2cc(Br)cc(OCCc3ccncc3)c2o1,21100.0,PAK4,CHEMBL4523,intermediate,21100.0,4.675717544702307
CHEMBL1782524,O=C(O)c1cc2cc(Br)cc(NCCC3CCNCC3)c2o1,540.0,PAK4,CHEMBL4523,intermediate,540.0,6.267606240177032
CHEMBL1782525,O=C(O)c1cc2cc(Br)cc(NC(=O)C3CCNCC3)c2o1,260.0,PAK4,CHEMBL4523,active,260.0,6.585026652029182
CHEMBL1782526,O=C(CC1CCNCC1)Nc1cc(Br)cc2cc(C(=O)O)oc12,340.0,PAK4,CHEMBL4523,active,340.0,6.468521082957745
CHEMBL1782527,O=C(O)c1cc2cc(Br)cc(OCC(=O)N3CCNCC3)c2o1,1300.0,PAK4,CHEMBL4523,intermediate,1300.0,5.886056647693163
CHEMBL1782528,O=C(O)c1cc2cc(Br)cc(C(=O)NC3CCNCC3)c2o1,7000.0,PAK4,CHEMBL4523,intermediate,7000.0,5.154901959985743
CHEMBL1782529,O=C(O)c1cc2cc(Br)cc(C(=O)NCC3CCNCC3)c2o1,1300.0,PAK4,CHEMBL4523,inactive,1300.0,5.886056647693163
CHEMBL1782530,N[C@H]1CC[C@@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,4.0,PAK4,CHEMBL4523,active,4.0,8.397940008672037
CHEMBL1782531,N[C@H]1CC[C@H](Nc2cc(Br)cc3cc(C(=O)O)oc23)CC1,66.0,PAK4,CHEMBL4523,active,66.0,7.180456064458132
CHEMBL1782532,O=C(O)c1cc2cc(Br)cc(N[C@H]3CC[C@@H](O)CC3)c2o1,6800.0,PAK4,CHEMBL4523,active,6800.0,5.167491087293763
CHEMBL1782533,O=C(O)c1cc2cc(Br)cc(N[C@H]3CC[C@H](O)CC3)c2o1,6100.0,PAK4,CHEMBL4523,intermediate,6100.0,5.214670164989233
CHEMBL1834657,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1.O=P(O)(O)O,10000.0,PAK4,CHEMBL4523,inactive,10000.0,5.0
CHEMBL1910893,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,39.0,PAK4,CHEMBL4523,inactive,39.0,7.4089353929735005
CHEMBL1910892,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)c[nH]c3n2)cc1,283.0,PAK4,CHEMBL4523,inactive,283.0,6.548213564475709
CHEMBL1910894,Oc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)c[nH]c3c2)cc1,42.0,PAK4,CHEMBL4523,inactive,42.0,7.376750709602099
CHEMBL1910895,c1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,7200.0,PAK4,CHEMBL4523,inactive,7200.0,5.142667503568732
CHEMBL1910896,COc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL1910897,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)ccn1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625
CHEMBL1910898,Nc1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cn1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625
CHEMBL1910899,Nc1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)ccn1,20000.0,PAK4,CHEMBL4523,inactive,20000.0,4.698970004336019
CHEMBL1910900,NS(=O)(=O)c1ccc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)cc1,25000.0,PAK4,CHEMBL4523,inactive,25000.0,4.6020599913279625
CHEMBL1910901,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)c2cc[nH]c2c1,650.0,PAK4,CHEMBL4523,inactive,650.0,6.187086643357144
CHEMBL1909654,c1ncc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1,25000.0,PAK4,CHEMBL4523,intermediate,25000.0,4.6020599913279625
CHEMBL1910902,c1cncc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)c1,15000.0,PAK4,CHEMBL4523,active,15000.0,4.823908740944319
CHEMBL1910903,c1cc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)ccn1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL1910904,c1ccc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)nc1,25000.0,PAK4,CHEMBL4523,active,25000.0,4.6020599913279625
CHEMBL1910905,c1cnc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1,13600.0,PAK4,CHEMBL4523,active,13600.0,4.866461091629782
CHEMBL1910906,Nc1ccc(-c2c[nH]c3ccc(-c4cnccn4)cc23)c(F)n1,5000.0,PAK4,CHEMBL4523,active,5000.0,5.301029995663981
CHEMBL1910907,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(O[C@H]5CC[C@H](N)CC5)n4)cc23)c(F)n1,83.0,PAK4,CHEMBL4523,active,83.0,7.080921907623926
CHEMBL1910908,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCNCC5)n4)cc23)c(F)n1,61.0,PAK4,CHEMBL4523,active,61.0,7.214670164989233
CHEMBL1910909,Nc1ccc(-c2c[nH]c3ccc(-c4cncc(N5CCCC(N)C5)n4)cc23)c(F)n1,81.0,PAK4,CHEMBL4523,active,81.0,7.0915149811213505
CHEMBL1910910,C[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,56.0,PAK4,CHEMBL4523,active,56.0,7.251811972993799
CHEMBL1910911,CC[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,26.0,PAK4,CHEMBL4523,active,26.0,7.585026652029182
CHEMBL1910912,CC(C)[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,72.0,PAK4,CHEMBL4523,intermediate,72.0,7.142667503568732
CHEMBL1910913,CC(C)(C)[C@H](N)COc1cncc(-c2ccc3[nH]cc(-c4ccc(N)nc4F)c3c2)n1,122.0,PAK4,CHEMBL4523,intermediate,122.0,6.913640169325252
